postUrl,description,commentCount,likeCount,imgUrl
https://www.instagram.com/p/ClEMJH7spxA/,"Photo by @rubensalgadoescudero | Cristobal Cespedes Lorenzo, 51, ferries coconuts across the river to his home in Copala, on the coast of Mexico's state of Guerrero. Cristobal and Francisco Manzanares Cagua (in the water), 16, sell their pickings to a company that makes coconut butter and oil.
This image is part of Solar Portraits, my ongoing project focused on the lack of electricity access around the world and the impact of solar power on different communities. Follow me on @rubensalgadoescudero to see the world through my lens. #solar #Mexico #solarportraits #solarpanels #solarpower",519,87258,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/315609102_443803234497181_6603521814241049297_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=k3PbyvKlnIEAX85yosG&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3MzU1NTA1NzUyMjU0Nzc3Ng%3D%3D.2-ccb7-5&oh=00_AfB0032ix9oF0JsLw35sHJc_4Gfug10V7MQyo_5Hazp-Iw&oe=63820FEC&_nc_sid=6136e7
https://www.instagram.com/p/ClBuNVzJI4d/,"Read the full story at the link in bio.

The uncrewed mission, known as Artemis I, is a critical step in NASA’s campaign to return humans to the moon for the first time in more than 50 years.

Photograph by Dan Winters, National Geographic",1139,115351,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/315664892_1342043793297777_1021755392578078532_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=_vOyC0ndKi8AX8ythkz&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3Mjg2MDQ1NTk0MDU1ODM2NQ%3D%3D.2-ccb7-5&oh=00_AfAt4DJH8PsbzcVT_dgC-e7o-vZF5PoWVLOVD5daTAus8A&oe=638209EB&_nc_sid=6136e7
https://www.instagram.com/p/ClBdCygL1cp/,"Photo by @javier_aznar_photography | Sachatamia ilex is a glass frog with impressive, beautiful eyes. I observed a few individuals during my last visit to the Ecuadorian Chocó. Parental care is rare with this species, as with other glass frogs, and during the night, they can be found in the vegetation close to streams and rivers. Thanks to nonprofits such as @fundacion.jocotoco, this region of Ecuador and the animals that inhabit it have a chance to survive. Follow @javier_aznar_photography to see more weird-looking animals. #ecuador #frog #glassfrog #amphibians",1063,233807,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/315862224_848650229623156_7043509909389895816_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=GQ7jFH3ATssAX_fwwyq&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3Mjc4NDk2NDA1NjA3ODEyMQ%3D%3D.2-ccb7-5&oh=00_AfBn4XNOqZO-f-aHe5FrSbk_SMLdEZjbINzv1eA3RTaCPA&oe=638351A3&_nc_sid=6136e7
https://www.instagram.com/p/Ck_86xmPFrY/,"Photo by @williamodaniels | In a gold mine in the Russian Far East, a leaky pipe created this frozen waterfall of muddy water, dusted with fresh snow. I took this photograph in 2015 for ""Train for the Forgotten,"" a National Geographic story on remote places along the Baikal-Amur Magistral (BAM) railway, which crosses Siberia and the east for more than 4,000 kilometers (2,500 mi). Follow me on @williamodaniels for more stories.",445,98956,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/315434357_212146077809708_7719090576741393289_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=rQBsLtCssSkAX_4u2RY&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3MjM2MjIwMDg2Mjk3MjYzMg%3D%3D.2-ccb7-5&oh=00_AfCDBHXNuh5eAwvoDIoeKSfNaEP10r0Zls3o-_JgIBXCDQ&oe=63829A5F&_nc_sid=6136e7
https://www.instagram.com/p/Ck_oUJyABjH/,"Photo by @joelsartore | Lorises, like this greater slow loris, are the only existing venomous primate species in the world. Their venom is produced when secretions from a gland on their elbow mix with their saliva, which is then delivered into the bloodstream of their victims by razor-sharp teeth. The potent mixture, a form of protection against parasites and predators, can cause swelling, anaphylactic shock, and in some cases even death. Photo taken @mnzoo. To see more species featured in the Photo Ark, follow me @joelsartore. #loris #slowloris #great #animal #mammal #venomous #primate #nocturnal #vulnerable #PhotoArk",658,171126,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/315459780_879601226725854_2835617032790896064_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=fbGq_8y74LoAX-hOMPs&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3MjI3MTU4NTg0MDMzOTE0Mw%3D%3D.2-ccb7-5&oh=00_AfCPKAGOv8Vi8fWTcqMDzX7zKqSqfsMazowSlVvZJI8-VA&oe=638313EB&_nc_sid=6136e7
https://www.instagram.com/p/Ck_OkFqAaAi/,"View the full list at the link in our bio.

Out of more than 2.2 million photos taken on assignment, 49 were selected as National Geographic’s Pictures of the Year.

Photograph by Arturo Rodríguez | Canary Islands, Spain. Armando Salazar, an emergency specialist in the Spanish military, steps across sizzling rock and carries a chunk of glowing lava on a pitchfork as he collects samples during a 2021 eruption at La Palma’s Cumbre Vieja volcanic ridge.",538,120576,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/315437543_467868062130217_5952583607675148724_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=PTE4Zb7NnmYAX9uWPYM&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3MjE1ODMzMTcxMzU5MzM3OA%3D%3D.2-ccb7-5&oh=00_AfAD_E8v3k8jBcWh5D3DCM-Fvesk9EQcZ2ZVI5dZJmNwGA&oe=63833940&_nc_sid=6136e7
https://www.instagram.com/p/Ck9e_DfA7mZ/,"Read the full story at the link in bio. 

We’ve added a billion people in just 12 years. The implications for the planet—and our own welfare—hinge on how we tackle climate change.

Photograph by Manjunath Kiran, AFP, Getty",15920,548537,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/315435378_705854447634724_1779817594155654743_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=qGobMWDDFR4AX8kn5Tf&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3MTY2NzYwMzU5ODMyNjE2OQ%3D%3D.2-ccb7-5&oh=00_AfCUizAnTaeAkKmMvaLxb7t81RVQy1GP95f80CO_bPW9nw&oe=63819225&_nc_sid=6136e7
https://www.instagram.com/p/Ck6sdT7Ahmr/,"Photo by @amivitale | Lekupania is a Samburu animal whisperer, who cares for a host of species like elephants, gerenuks, kudo, warthogs, and so many more. Here, he reaches up to feed two orphaned giraffes in his care at the Reteti Elephant Sanctuary (@r.e.s.c.u.e). While known for its work with elephants, @r.e.s.c.u.e also helps care for other animals. I'm celebrating Reteti's 6th anniversary with Lekupania and the rest of the team this month. Follow @amivitale to learn more, including how to help. #giraffe #conservation #kenya #africa #babyanimals",899,180418,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/315642604_874852690172453_1948615964947518937_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=vF-f_dz1mIwAX_hF8sY&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3MDg4MjQzMjUwNjY2NTM4Nw%3D%3D.2-ccb7-5&oh=00_AfCpV3_mjkmA_MX7DGml3w5-5hkAxDRANobJ5vOdTswj_A&oe=638200D0&_nc_sid=6136e7
https://www.instagram.com/p/Ck6KH28gQrD/,"Photo by @iantehphotography | The trip was a grand adventure: a rickety train ride from Hanoi toward Lao Cai, near the China border, then a drive up into the picturesque paddy fields in Sapa, where I met up with farmers for a final trek into  cardamom plantations grown under the rainforest canopy. It was also a lesson in Vietnam’s recent environmental history: Black cardamom, thao qua, an essential spice in pho and other Vietnamese dishes, was first planted in the Hoang Lien Mountains in the 1990s as a replacement for opium, a banned crop that once helped prop up Indochina’s colonial economy. The area, known as Hoang Lien National Park, is a symbol of postwar Vietnam’s efforts to protect plant biodiversity. Hence this puzzle: How could a forest simultaneously be a haven for conservation and agricultural cash crop?

Over a few days of camping in the forest, we observe farmers harvesting cherry red pods of raw cardamom with machetes beside a stream. In the afternoons, they smoked the refrigerator-size piles under fire till they turned coffee brown, significantly reducing their weight for the hike back. On our return, we stop at this spot revealing a set of lush green peaks before we dip down into thick vegetation for the remainder of our walk home. Follow me on @iantehphotography to see more images and stories from around the world. 
#HoangLienMountains #Vietnam #BlackCardamom",445,96962,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/315131479_685889379517926_7128233359969722263_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=KgT8WLo-O08AX8-XRYt&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3MDczMTQyNDcwMjg1OTk3MQ%3D%3D.2-ccb7-5&oh=00_AfAhIW0mVCXfjRuxzZUQfchohDkFHX0J1EpMhqJz0n0gaw&oe=638265BE&_nc_sid=6136e7
https://www.instagram.com/p/Ck549lnA-SB/,"Photo by @gabrielegalimbertiphoto and Juri de Luca | Fossils of 
long-extinct creatures aren’t just for museums—they’re in homes and businesses, as wealthy collectors indulge a controversial hobby. At the Hanging Gardens of Marqueyssac in France, communications officer Stéphanie Angleys cleans the display case of a 150-million-year-old allosaurus. Owned by French businessman Kléber Rossillon, the gardens are open to the public. Rossillon acquired the dinosaur—whose skull is among the best preserved in the world—in 2016, a few years after it was found in Wyoming (U.S.). Follow me @gabrielegalimbertiphoto for more stories. #dinosaur #fossil #extinct #dinosaurskull",589,95600,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/315554570_532168748835837_6571053036739265817_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=lFVD5gg0CxIAX9iKas6&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3MDY1NTk1MjEwMzI2OTUwNQ%3D%3D.2-ccb7-5&oh=00_AfCOnDYnz-sNaPtWt4VYN574AZirtTWuRi-kq7gdfRrSEg&oe=6382CD29&_nc_sid=6136e7
https://www.instagram.com/p/Ck3lVVluesg/,"Photo by @moisessaman | Shadad al Ali, the director of the Dhamar Museum in southwestern Yemen, stands among its ruins. He recalls arriving in the aftermath of the destruction and digging through the rubble with his bare hands. Destroyed in an air strike by the Saudi Arabian-led coalition in May 2015, the museum contained more than 12,000 archaeological objects, representing the history of an ancient center of Arab and Islamic culture.",494,67855,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/315006496_548256040447251_5081453246947547484_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=7zGSH3eCM0cAX_VNdhE&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3MDAwNjY3MzI4NTU3MzQwOA%3D%3D.2-ccb7-5&oh=00_AfCBZwKArIH326SYMjVRHSvkD3cwVoKv9jzmw-FfLKoV_A&oe=6381A5E0&_nc_sid=6136e7
https://www.instagram.com/p/Ck3UKUOO6HR/,"Photo by Robbie Shone @shonephoto | During an expedition to Borneo's Gunung Mulu National Park in 2018, I traveled with a team that spent a week on the banks of the Melinau River, at Camp 5—a small, wooden structure nestled in the gorge between two massifs, Mount Benarat (pictured) and Mount Api. The base offered the team a starting point to access nearby caves, where the scientists had several sampling sites. At the end of each long and tiring day, it was an amazing feeling to relax while gazing up at the white cliffs of limestone—which reveal several cave entrances. I had climbed to them, exploring the maze of passages inside the mountain, on previous expeditions some 10 years ago.",447,93101,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/315017691_1197429954143445_6319558424138438463_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=2TIDnnrwu3sAX_OnrhC&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk2OTkzMTE0OTExMjc0NjQ0OQ%3D%3D.2-ccb7-5&oh=00_AfDr154j8hb5Qj2vTLUPt9nqtJApC_GgyjhACvjlqjo_lw&oe=6382AE37&_nc_sid=6136e7
https://www.instagram.com/p/Ck1AiHmuK-V/,"Read the full story at the link in bio. 

Only three weeks old when her father was shot down over Germany, Sharon Estill Taylor devoted decades of detective work to learning his fate.

Photograph courtesy of The National WWII Museum",671,136620,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/314725033_822370502149816_4269199367823722222_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=sH3_zepS12QAX9Di6ux&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk2OTI4MTg3Mzk0ODc0OTcxNw%3D%3D.2-ccb7-5&oh=00_AfDHscYZ6EGsOLSQnQZ7OTm-Aiyg5cbYN3p8StxvglQ32g&oe=638307D2&_nc_sid=6136e7
https://www.instagram.com/p/CkybvciODJm/,"Photo by @javier_aznar_photography | No, this is not a scene from ""Alien vs. Predator."" It's a scorpion (Tityus sp.) feeding on a small centipede. I captured the image at night in the Ecuadorian Chocó, a protected forest. Follow @javier_aznar_photography and @fundacion.jocotoco to learn more. #scorpion #ecuador #centipede #predation",2041,392104,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/314764335_1213869279344895_472315409910772507_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=RKlfS4vN_A4AX_7WOIR&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk2ODU1NzExMjEwMDY2MzkxMA%3D%3D.2-ccb7-5&oh=00_AfBZj02ioET0dk9tfEM2oJYAvxD8RLLF-1hMhLfDgdTrUw&oe=63821A62&_nc_sid=6136e7
https://www.instagram.com/p/CkyKk5eOhxJ/,"Photo by @nataliekeyssar | Victor de la Cruz, originally from the Dominican Republic, has lived in New York City for 40 years and worked as a cook. He poses for a portrait in Queens Plaza at a photo booth created for a National Geographic story on the borough of Queens, one of the most diverse and vibrant communities in the world where over 300 languages are spoken.",407,55338,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/314979807_905102517563447_9180930667019047292_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=dcQCSAoHQnsAX-7z4qA&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk2ODQ4MTYyMDQ2NzI2MDQ4OQ%3D%3D.2-ccb7-5&oh=00_AfArqkbpS8M2-fQRXb8o17tihymH7f7HmXi0SdMRA-wIpQ&oe=63824A9A&_nc_sid=6136e7
https://www.instagram.com/p/Ckv282JAUtE/,"Photo by @beverlyjoubert | There are so many extraordinary things we can learn from observing elephants, like these here photographed in Kenya’s Amboseli National Park. Lessons about the depth of social bonds, about the value of generational wisdom and memory, about the poignant role of mourning and the joy of familial togetherness. Studying these iconic giants also allows us to tap into knowledge that may one day help our own species. Scientists researching elephants’ complex genetic secrets, for example, are beginning to unravel how these animals can evade diseases such as cancer—and hoping to apply the findings in service of humans. Wherever you look, there are countless reasons to protect and preserve nature’s bounty … for our own good. #elephants #wildlife #elephantherd",513,97596,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/314704601_596404958920296_8089452386930584929_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=dGRY03dluqoAX9klfFE&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk2NzgzMjM1NTI3Mzc4ODIyOA%3D%3D.2-ccb7-5&oh=00_AfDgmd7ZWjCy3qyr8lpc6LDhUKAx3F4kuKYtkmBmAwJX6g&oe=6381B632&_nc_sid=6136e7
https://www.instagram.com/p/Ckvlx4fA7ch/,"Photo by @paoloverzone | Still wrapped like mummies after their move to the new Grand Egyptian Museum in Giza from sites across Egypt, statues of pharaohs and gods surround its director, Maj. Gen. Atef Moftah. An engineer by training, Moftah was appointed in 2016 by Egypt’s president, Abdel Fattah el Sisi, to oversee the monumental work of the new museum. 
Read the full story at the link in bio and follow @paoloverzone for more images and stories.",448,72276,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/314654271_464993558952075_921271986338425327_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=d4FBq6Zn0KMAX_8poiy&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk2Nzc1NjgzNTA4NTU5NjQ0OQ%3D%3D.2-ccb7-5&oh=00_AfDs7sBCuSgJHo0jebGwQwet5YLYV4ROITPP2ElULyVqtA&oe=6382493C&_nc_sid=6136e7
https://www.instagram.com/p/Ckt9EF4AgD5/,"Read the full story at the link in bio.

Deep within the lush central highlands of Puerto Rico lies a hidden history that goes far beyond the legend of the chupacabra. From centuries-old petroglyphs to sacred ceremonial centers, the Taína Route holds the very real history of an Indigenous culture that was nearly wiped out.

Photograph by Brian Overcast, Alamy Stock Photo",1136,213016,https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-15/314609305_459908916042597_8998035737416856215_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=TSVKjY2al4sAX8-ULnv&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk2NzI5NjI5MTUzMDQ3MzcyMQ%3D%3D.2-ccb7-5&oh=00_AfCxdSCDeE5RvbDKSl6stpp7pwLo_EcigFZ7k4CuOIxcpQ&oe=6381CC72&_nc_sid=6136e7
