postUrl,description,commentCount,likeCount,type,imgUrl
https://www.instagram.com/p/ClRVSK4tNxj/,"Photo by @estherhorvath | Some 400,000 specimens from German citizens, collected over four decades and stored in an old military bunker,  trace the rise—and sometimes the fall—of chemical pollutants in an industrial country. 

At the German Environmental Specimen Bank, Dominik Lermen stands among cryo-storage tanks that hold thousands of vials of blood and urine. Lerman leads the team that collects samples from volunteers every year and stores them here on behalf of the German Environment Agency. 

It's part of a federal ministry's effort to “to systematically monitor and analyze human exposure to chemicals like lead, mercury, plasticizers, and others,” Lermen says. The project traces which substances have  accumulated at potentially dangerous levels, and considers whether bans and regulations of some of those substances have been effective. Read the full story at the link in bio.",335,45026,Photo,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/316913333_488468433260534_136116925307750513_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=102&_nc_ohc=GNfjEXlEkIEAX_Yg0yD&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3NzI1NDQzNjI4NDcxODE3OQ%3D%3D.2-ccb7-5&oh=00_AfCBuIBbYf3vCYPRiae4d04AAae9MuaiMhkP8idKdIy0dA&oe=6388E4F7&_nc_sid=6136e7
https://www.instagram.com/p/ClREHP7uB4a/,"Photo by @javier_aznar_photography | In the highlands of Ecuador live one of the most emblematic mammals of the Andes, the vicuña. This herbivore has adapted to the region’s high altitude, serving as important seed dispersers in the nutrient cycle and, through its dung, fertilizers of soil. Its population is now stable in Ecuador, but in the past, it had disappeared from the wild and was reintroduced with animals from Peru, Bolivia, and Chile. The vicuña belongs to the same genus as the alpaca, but the former is still wild while the latter has been domesticated. 

Follow me @javier_aznar_photography for more images and stories about Ecuador. #ecuador #vicuna #wildlife",739,174080,Photo,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/316601538_700728757981052_7212991781982506288_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=108&_nc_ohc=DWghrBh8kmAAX-s_cR-&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3NzE3ODkxODk5OTAzOTUxNA%3D%3D.2-ccb7-5&oh=00_AfArWb6tYZOb8vOwK1pqqPUMxb6Oai9y7BH4mDZyhav9kA&oe=63896AD1&_nc_sid=6136e7
https://www.instagram.com/p/ClPnahvg-Vk/,"Read the full story at the link in bio. 

Astronauts in spacesuits navigated a lava-covered landscape to test the tools and procedures needed for real lunar missions.

Photograph by Dan Winters, National Geographic",371,50613,Photo,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/316428590_801757924230011_5292914126217535889_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=111&_nc_ohc=6tcavrooiMgAX-b7Agb&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3Njc3MTIyNTQ2NjE2ODY3Ng%3D%3D.2-ccb7-5&oh=00_AfBv_Jz-Z_lLEidbiI39wsjjzQVJ04-Gk3vzVNPUnjwDVw&oe=6388CBEE&_nc_sid=6136e7
https://www.instagram.com/p/ClOfUXZAdss/,"Photo by Keith Ladzinski @ladzinski | The fastest land animal on Earth and a masterful hunter, cheetahs can hit speeds on flat ground that exceed 60 mph. Even so, the success rate for their hunts is just shy of 60%. I photographed this one in the Masai Mara—it speaks volumes about life in the wild.",2392,511553,Photo,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/316467305_379254304365897_2436248569472381158_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=109&_nc_ohc=iKiLsuX5n8UAX9kJfUa&tn=klgsL-DMRKRhbDJ1&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3NjQ1NDE0MjY4NTQ2OTQ4NA%3D%3D.2-ccb7-5&oh=00_AfDd9p2PqMegSjYYTx8FTHM05n2IiU17NSeIJ2JgSfVH4Q&oe=6388900D&_nc_sid=6136e7
https://www.instagram.com/p/ClMuBkUpTpt/,"Photo by @gabrielegalimbertiphoto and Juri De Luca | Fossils of long-extinct creatures aren’t just for museums. Today they’re in homes and businesses, as wealthy collectors indulge in a controversial hobby. Here, 11-year-old Luke Phipps sits atop a Triceratops fossil—still in a plaster “jacket” used for carefully transporting a fossil from the field to a lab—with Chris Morrow, owner of CK Preparations, a commercial fossil company in Montana. Luke found the fossil while digging with his father, Clayton Phipps, a rancher and amateur paleontologist known as the dinosaur cowboy. #dinosaurs #dino #dinosaur #collection #triceratops",1111,194248,Photo,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/316242900_194772863065071_1185504836533765943_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=103&_nc_ohc=gntnU5wW8IAAX-aHDXQ&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3NTk1NTg3MTY0NTEyMTEzMw%3D%3D.2-ccb7-5&oh=00_AfDeywoubdFCJKkT1xQ1cmr_n0HyFiGEx3V0DLL7RdcZ-A&oe=63882BB7&_nc_sid=6136e7
https://www.instagram.com/p/ClMLsSRrHi4/,"Photo by Michaela Skovranova @mishkusk | The eastern gray kangaroo, found in Australia's southeastern state of Victoria, can often be seen in grasslands and shrubs—or hopping through a golf course, grazing during dusk and dawn. They are widespread, and in some areas, they can become overabundant and cause damage to farmland and properties. Protecting natural habitat and fostering an environment where native vegetation can thrive helps create safe areas for them and may keep them away from populated areas. #Nature #Wildlife #Kangaroo #Macropod #Wurundjeri #YarraValley #Victoria",478,109134,Photo,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/316120022_136400959200084_8265045105712011489_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=8wqeMoqqpmcAX9GOvKP&tn=klgsL-DMRKRhbDJ1&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3NTgwNDg3NTU3NzUyMjM2MA%3D%3D.2-ccb7-5&oh=00_AfABNjAXoNMlSz4Ax8_ZbVBM_-ruPBce35B67M34hOPejA&oe=638808E2&_nc_sid=6136e7
https://www.instagram.com/p/ClL6hZijky3/,"Photo by @paoloverzone | Until recently, many treasures from King Tutankhamun’s tomb, including this figurine, or shabti, were kept at the cramped Egyptian Museum in Cairo, which opened in 1902. Artifacts long hidden in storage will be displayed at the new Grand Egyptian Museum in Giza, some for the first time.
Read the full story at the link in bio and follow @paoloverzone for more images and stories.",675,116414,Photo,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/316356186_153045840781994_7929521677286404955_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=102&_nc_ohc=L9ZtfIxER0YAX_q0Ny0&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3NTcyOTM2MDY3MjAxNzU5MQ%3D%3D.2-ccb7-5&oh=00_AfDTqSZKv6h8u94_Tf79vM4O525InakKKRhL-YZXZ4yp_w&oe=6388840A&_nc_sid=6136e7
https://www.instagram.com/p/ClKJOpdJwwy/,"Photo by Muhammed Muheisen @mmuheisen | Migrating storks gather at Devegeçidi Dam in Diyarbakir, Türkiye. For more photos and videos from different parts of the world, follow me @mmuheisen and @mmuheisenpublic. #MuhammedMuheisen #Kayapinar #Türkiye",506,101688,Photo,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/315978729_445623807646099_1348076375193527021_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=3FXw_bCnreEAX8TthyO&tn=klgsL-DMRKRhbDJ1&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3NTIzMTA5MjgzNTQyMTIzNA%3D%3D.2-ccb7-5&oh=00_AfDKAGfHyCz_guHch0xOZJAo9RI7o66GJgdwAbRvyTHgiA&oe=6389C6D2&_nc_sid=6136e7
https://www.instagram.com/p/ClJm5OYulR1/,"Photo by @erintrieb | A women’s rights activist (who is not named for her protection) puts on makeup at her apartment in Kabul. She shares a flat with two other single women, which is viewed as unacceptable in Afghan society. Most landlords in Afghanistan will not rent a home to a single woman. 

Though they are relatively few, single women who choose to have female roommates or live alone are often harassed by their neighbors, threatened, or forced to vacate their apartments, accused of being prostitutes. The woman pictured here has since fled Afghanistan, stating she’s received death threats from the Taliban. She hopes to immigrate to the U.S. or Europe but struggles to find visa opportunities. For more stories on Afghanistan follow @erintrieb.",527,59424,Photo,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/316057559_680776783402480_1611773490532015272_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=ZQD2gtlB89AAX-t-I_U&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3NTA4MDA4NzA3OTc2OTIwNQ%3D%3D.2-ccb7-5&oh=00_AfBh2P0hfkUXvqqOVZbUXjQZAgqbLs0gXUjosICIb7Yqeg&oe=6388DECB&_nc_sid=6136e7
https://www.instagram.com/p/ClHrS-DLR94/,"View the full list at the link in bio.

Go behind the scenes with five Nat Geo Photographers who crisscrossed the world.

Photograph by Kiliii Yüyan, National Geographic",389,75414,Photo,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/315995988_454066513327696_6481089352823220902_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=FhRWck-Eml4AX9GnLeL&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3NDUzNjQ5ODQ3NzM0MjU4NA%3D%3D.2-ccb7-5&oh=00_AfDFH2w66x8uVrA65TuLN5zvGIoXt3qgfxMENkRIwxzzwQ&oe=6387D389&_nc_sid=6136e7
https://www.instagram.com/p/ClEMJH7spxA/,"Photo by @rubensalgadoescudero | Cristobal Cespedes Lorenzo, 51, ferries coconuts across the river to his home in Copala, on the coast of Mexico's state of Guerrero. Cristobal and Francisco Manzanares Cagua (in the water), 16, sell their pickings to a company that makes coconut butter and oil.
This image is part of Solar Portraits, my ongoing project focused on the lack of electricity access around the world and the impact of solar power on different communities. Follow me on @rubensalgadoescudero to see the world through my lens. #solar #Mexico #solarportraits #solarpanels #solarpower",532,88335,Photo,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/315609102_443803234497181_6603521814241049297_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=mcvrSw5_k18AX-5vlNJ&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3MzU1NTA1NzUyMjU0Nzc3Ng%3D%3D.2-ccb7-5&oh=00_AfDiL6p1r_2ekANABtx-WR5viUQeLV2gqwqr7efcD8b3ag&oe=6387FEAC&_nc_sid=6136e7
https://www.instagram.com/p/ClBuNVzJI4d/,"Read the full story at the link in bio.

The uncrewed mission, known as Artemis I, is a critical step in NASA’s campaign to return humans to the moon for the first time in more than 50 years.

Photograph by Dan Winters, National Geographic",1133,116112,Photo,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/315664892_1342043793297777_1021755392578078532_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=109&_nc_ohc=oRNxFoxLsGUAX96MCRw&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3Mjg2MDQ1NTk0MDU1ODM2NQ%3D%3D.2-ccb7-5&oh=00_AfCkJfEHhTPbf5IkX_kI2Uw1PynFm6jkBS5oSiFkr5H4Ug&oe=6387F8AB&_nc_sid=6136e7
https://www.instagram.com/p/ClBdCygL1cp/,"Photo by @javier_aznar_photography | Sachatamia ilex is a glass frog with impressive, beautiful eyes. I observed a few individuals during my last visit to the Ecuadorian Chocó. Parental care is rare with this species, as with other glass frogs, and during the night, they can be found in the vegetation close to streams and rivers. Thanks to nonprofits such as @fundacion.jocotoco, this region of Ecuador and the animals that inhabit it have a chance to survive. Follow @javier_aznar_photography to see more weird-looking animals. #ecuador #frog #glassfrog #amphibians",1079,235991,Photo,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/315862224_848650229623156_7043509909389895816_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=X7zK9HWT4x0AX_B8lGS&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3Mjc4NDk2NDA1NjA3ODEyMQ%3D%3D.2-ccb7-5&oh=00_AfB5sjxJoMglc6UC0iCICTU24zJaU9d5McrG26qWEN7X7Q&oe=63894063&_nc_sid=6136e7
https://www.instagram.com/p/Ck_86xmPFrY/,"Photo by @williamodaniels | In a gold mine in the Russian Far East, a leaky pipe created this frozen waterfall of muddy water, dusted with fresh snow. I took this photograph in 2015 for ""Train for the Forgotten,"" a National Geographic story on remote places along the Baikal-Amur Magistral (BAM) railway, which crosses Siberia and the east for more than 4,000 kilometers (2,500 mi). Follow me on @williamodaniels for more stories.",445,100156,Photo,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/315434357_212146077809708_7719090576741393289_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=108&_nc_ohc=6aveQV4do-MAX_4WobN&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3MjM2MjIwMDg2Mjk3MjYzMg%3D%3D.2-ccb7-5&oh=00_AfBfVI4Ccz05sMKtJzJI8PtjXkutmUjxp0aUZW85zkNZfQ&oe=6388891F&_nc_sid=6136e7
https://www.instagram.com/p/Ck_oUJyABjH/,"Photo by @joelsartore | Lorises, like this greater slow loris, are the only existing venomous primate species in the world. Their venom is produced when secretions from a gland on their elbow mix with their saliva, which is then delivered into the bloodstream of their victims by razor-sharp teeth. The potent mixture, a form of protection against parasites and predators, can cause swelling, anaphylactic shock, and in some cases even death. Photo taken @mnzoo. To see more species featured in the Photo Ark, follow me @joelsartore. #loris #slowloris #great #animal #mammal #venomous #primate #nocturnal #vulnerable #PhotoArk",670,172866,Photo,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/315459780_879601226725854_2835617032790896064_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=106&_nc_ohc=eCI_33wWxBAAX-tmg65&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3MjI3MTU4NTg0MDMzOTE0Mw%3D%3D.2-ccb7-5&oh=00_AfC4RE7dKReYtb0AiepcgCsddcuhSk9oL2DMU7190SOUrA&oe=638902AB&_nc_sid=6136e7
https://www.instagram.com/p/Ck_OkFqAaAi/,"View the full list at the link in our bio.

Out of more than 2.2 million photos taken on assignment, 49 were selected as National Geographic’s Pictures of the Year.

Photograph by Arturo Rodríguez | Canary Islands, Spain. Armando Salazar, an emergency specialist in the Spanish military, steps across sizzling rock and carries a chunk of glowing lava on a pitchfork as he collects samples during a 2021 eruption at La Palma’s Cumbre Vieja volcanic ridge.",539,121426,Photo,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/315437543_467868062130217_5952583607675148724_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=w6bZFV7DznsAX_Um6Mc&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk3MjE1ODMzMTcxMzU5MzM3OA%3D%3D.2-ccb7-5&oh=00_AfCOcikVh7lroAjJ_7idSw8iwun4Suz5WJ76e8KlYIl9YA&oe=63892800&_nc_sid=6136e7
