Caption,Likes,URL
"Photos by @lynseyaddario | Drought, conflict, instability, and rising prices are creating unprecedented levels of food insecurity and looming famine across various countries in the Horn of Africa.

(1) Fatuma Yassin, 34, embraces her severely malnourished three-month-old son, Khalid, in the Gardo Hospital in Puntland, Somalia. Yassin and her four children had depended on pastoralist relatives to provide meat and milk from the animals, but as the ongoing drought persisted, these relatives moved away in search of food and water. (2) Women displaced by drought seek help at the Gabo Gabo camp about 15 miles (24 km) from Jijiga, the capital city of the Somali region in Ethiopia, in May 2021. (3) Twenty-eight-year-old Şahan Omer Jibrin, a mother of eight children, has been living in a camp for three months. She had to flee her home in Ula Ula, Ethiopia, to seek aid because of the drought. (4) A grave humanitarian crisis is unfolding in Ethiopia, which is struggling with a vicious civil war in the north and devastating climate-change effects in the south. Prolonged drought has wiped out livestock, driven displacement, and altered families’ ability to make a living. (5) Sadio Abdi Rahman Ahmed, 50, stands with three of her six children near their tent at a camp in Baidoa, Somalia. From left to right are Faiso, age eight; Abdi Haffid, three; and Ahalan, five.",132490,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/314921257_1810419839322827_6608227259706338343_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=9aIICSHzMdMAX8b5-4H&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBii3IJSpeLp9AUIzhTNFjpAC6U1FOuUiAF0SlYfW2cKA&oe=6379A4CB&_nc_sid=86f79a
"National Geographic Photographer and Explorer Anand Varma and chef Melissa King travel to Port Angeles on Washington’s Olympic Coastline to explore a beach at low tide and investigate the incredible details hidden in its tide pools. // The #MazdaCX50 is purpose-built to connect you with nature. After all, it’s on unpaved dirt and gravel paths where our sense of wonder comes alive. The first-ever Mazda CX-50. We’re more human in nature.",35639,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/315070190_789855818744288_7805994745267705836_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=pmsGyCB8iKcAX8jksWd&edm=APU89FABAAAA&ccb=7-5&oh=00_AfD4lgbC0VoVAt-pyPRj4bRrM_3W8g1T839QRTMd-vjUdw&oe=6376CF6A&_nc_sid=86f79a
"Photo by @javier_aznar_photography | No, this is not a scene from ""Alien vs. Predator."" It's a scorpion (Tityus sp.) feeding on a small centipede. I captured the image at night in the Ecuadorian Chocó, a protected forest. Follow @javier_aznar_photography and @fundacion.jocotoco to learn more. #scorpion #ecuador #centipede #predation",384833,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/314764335_1213869279344895_472315409910772507_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=xWVyK9RLpt0AX9ko-Qm&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjk2ODU1NzExMjEwMDY2MzkxMA%3D%3D.2-ccb7-5&oh=00_AfAyHjOeeLg71A-TujHpEnofGEURp4tzh2rKvrdq7J8ROg&oe=637A3162&_nc_sid=30a2ef
"Photo by @nataliekeyssar | Victor de la Cruz, originally from the Dominican Republic, has lived in New York City for 40 years and worked as a cook. He poses for a portrait in Queens Plaza at a photo booth created for a National Geographic story on the borough of Queens, one of the most diverse and vibrant communities in the world where over 300 languages are spoken.",54458,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/314979807_905102517563447_9180930667019047292_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=MsymWEymoRgAX-Rucxa&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjk2ODQ4MTYyMDQ2NzI2MDQ4OQ%3D%3D.2-ccb7-5&oh=00_AfCwu0QdkF9nvV2jwhASx2qY_2BeBA1uVEicRUvyrq12BA&oe=637A619A&_nc_sid=30a2ef
"Photos by @andreabruce | In the article on “keepers of community” in the September issue of National Geographic magazine, read about Missy Nester, the publisher of the Welch News, and her small staff in West Virginia. They are part of the glue that holds their community together. 

It’s just after 1 p.m. on Wednesday, May 8, 2019, when the printing press kicks on. You might expect the mechanical behemoth to surge to life with a trembling roar, or at least a deep, low growl, but for the first half minute, this Goss Suburban newspaper press is silent. Soon the gears swell into a loud zipping that alerts the staff, standing in anticipation, to the first copy’s emergence. A machine of this nature, though imposing in size and gritty in appearance, is remarkably delicate and has taken an entire morning of gentle detailing—greasing, inking, brushing, wiping—before it’s ready to run a clean, consistent print. It is a process that requires a great deal of care. 

Spending time with the staff at the Welch News, it becomes clear that devotion to care begins at the printing press before bleeding out like runaway ink into the community it serves, finally coming to rest contentedly in the homes of its roughly 3,000 subscribers in West Virginia’s Appalachia.

It had been one year since Melissa “Missy” Nester had placed a bid to purchase the last remaining local newspaper in McDowell County. 

“We’re the only news source in the poorest county in West Virginia and—being that we’re the poorest county—media sources that surround us come in to tell only the negative stories of our county,” Nester says. “It’s really important for us to tell the positive stories about our county and encourage our community.” 

This project exists with support from @catchlight.io, @photowings, @nationalwritingproject, and the amazing @lorraineustar. Read the full story at the link in bio. #onassignment",68895,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/314906430_814575893163237_7045967153992335392_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=I-De513F__gAX-jkImz&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCOV1Zitpjr_7hjOtpCQ73oDmWyHdoltuV-7deSuRZd1Q&oe=6379BF15&_nc_sid=86f79a
"Photo by @beverlyjoubert | There are so many extraordinary things we can learn from observing elephants, like these here photographed in Kenya’s Amboseli National Park. Lessons about the depth of social bonds, about the value of generational wisdom and memory, about the poignant role of mourning and the joy of familial togetherness. Studying these iconic giants also allows us to tap into knowledge that may one day help our own species. Scientists researching elephants’ complex genetic secrets, for example, are beginning to unravel how these animals can evade diseases such as cancer—and hoping to apply the findings in service of humans. Wherever you look, there are countless reasons to protect and preserve nature’s bounty … for our own good. #elephants #wildlife #elephantherd",96262,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/314704601_596404958920296_8089452386930584929_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=w7bV9RMFypkAX9yeE1N&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjk2NzgzMjM1NTI3Mzc4ODIyOA%3D%3D.2-ccb7-5&oh=00_AfDXtSeWqK3eqz0RpA6AiC4eAfF3ww_-cAKf9yjgD9XOxQ&oe=6379CD32&_nc_sid=30a2ef
"Photo by @paoloverzone | Still wrapped like mummies after their move to the new Grand Egyptian Museum in Giza from sites across Egypt, statues of pharaohs and gods surround its director, Maj. Gen. Atef Moftah. An engineer by training, Moftah was appointed in 2016 by Egypt’s president, Abdel Fattah el Sisi, to oversee the monumental work of the new museum. 
Read the full story at the link in bio and follow @paoloverzone for more images and stories.",71317,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/314654271_464993558952075_921271986338425327_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=jPUGcioSvKAAX_vUwrG&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjk2Nzc1NjgzNTA4NTU5NjQ0OQ%3D%3D.2-ccb7-5&oh=00_AfAakzSFVyOXYn_oZN5MtyxaLftnYF7H63o-8KsYFSjPUg&oe=637A603C&_nc_sid=30a2ef
"Read the full story at the link in bio.

Deep within the lush central highlands of Puerto Rico lies a hidden history that goes far beyond the legend of the chupacabra. From centuries-old petroglyphs to sacred ceremonial centers, the Taína Route holds the very real history of an Indigenous culture that was nearly wiped out.

Photograph by Brian Overcast, Alamy Stock Photo",211924,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/314609305_459908916042597_8998035737416856215_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=xekX3KBk5XQAX_WPSgI&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjk2NzI5NjI5MTUzMDQ3MzcyMQ%3D%3D.2-ccb7-5&oh=00_AfDAZA7WAlijboa0lAwsS0b6uzYFfWd00RHQBWXa_jqWKw&oe=6379E372&_nc_sid=30a2ef
"National Geographic Explorer and fungal ecologist Korena Mafune journeys through Olympic National Forest with chef Melissa King to forage mushrooms and create a dish inspired by the spirit of the place. #TastingWild // The #MazdaCX50 is purpose-built to connect you with nature. After all, it’s on unpaved dirt and gravel paths where our sense of wonder comes alive. The first-ever Mazda CX-50. We’re more human in nature.",39842,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/314714067_857615029005222_1106880052866940055_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=ylz2EsVBWe8AX-owc_W&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC74OflX2Iloa6uNyi1qmQ9pfIOAVxfb_jVf8y_xNxt2Q&oe=6376B48B&_nc_sid=86f79a
"Photo by Corey Arnold @arni_coraldo | San Francisco was the focus of the raccoon portion of my article on urban wildlife, but on most nights during my quest, a coyote seemed to show up and steal the show. This coyote is letting out a defensive warning—a howl toward the presence of a pre-dawn dog walker nearby. Coyotes often feast on rodents and other natural foods found in parks, empty lots, and overgrown green spaces. But there are conflicting opinions about whether coyotes should be allowed to populate dense urban spaces. Pets such as cats and small dogs have increasingly been targeted as the coyotes expand across the San Francisco Bay Area. Check out the story by writer @christinedellamore and me in the July issue or in the link in bio. #urbanwildlife #coyote #howl #carnivore",176042,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/314903370_652410423230130_822249605347499821_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=MGtTAJh7hf4AX86Mdox&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjk2NzAzMjA1ODgwMDYzMTcxNw%3D%3D.2-ccb7-5&oh=00_AfD8cQ4cE9X09Hn7p10Bu3DNf6vhmwHSZNu7Znnhn61HLw&oe=637A06EF&_nc_sid=30a2ef
"Read more at the link in bio.

Incandescent lava coursed from a ridge on the island of La Palma last year. Homes, shops, churches, cropland, and schools once sat in the 3.5 miles between the new volcano and the sea. Now they’re all entombed in stone, and the community is facing a landscape that's forever changed.

Photo and video by Carsten Peter",105342,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/314549843_195189989650302_5929180136697386136_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=pzvMtRoovBsAX94krtL&tn=ENLIY31XeBTMqW_2&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAEUTk6c9X_O9j2jbNTmcF6bep_pOrbj0-ANA18alr4rQ&oe=63767CBC&_nc_sid=86f79a
"Photos by @lynseyaddario | Drought, conflict, instability, and rising prices are creating unprecedented levels of food insecurity and looming famine across various countries in the Horn of Africa.

(1) In Baidoa, Somalia, Khadijo Ibrahim Abikar, 50, holds her severely malnourished two-year-old granddaughter, Naima Adan Ali, in a medical center supported by the humanitarian aid organization Save the Children. The photograph was taken on the 10th day Naima received treatment, and her health had been improving. “We came due to drought,” says Abikar. “We lost all our livestock, and the farm was affected by locusts. Before, we had more than 55 goats and cattle were 45. Now we have only three camels, and they don’t give milk because they are malnourished.”

(2) The carcasses of animals that died from malnutrition and lack of water from the ongoing drought lay discarded outside Usgure village in northeastern Somalia. The animals belonged to a pastoralist family that owned 200 goats and sheep before the rains ceased. “At the start of drought, we lost two, three goats per day,” says Iqro Jama, 20. ""Then we moved here with about 20 and lost the last one a few days ago.”

(3) A health worker measures the arm of Mohamed Ali Ibrahim, a severely malnourished two-year-old, at a mobile health unit in Baidoa.

Read the full story at the link in bio.",111059,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/314828832_125489993650264_628489806195348490_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=NJ3xO-_KQJIAX9qN9qn&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBprE-vqxnhZTiboVBS9bcaqMocitSZcPws1iOWr4gayw&oe=637B0BA9&_nc_sid=86f79a
"Read the full story at the link in bio.

Jaw-dropping studies in pigs have given hope that new preservation strategies could end a deadly shortage of transplant organs.

Photograph by Max Alguilera-Hellweg, National Geographic",238948,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/314605879_112789081512382_4487104894184443261_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=7MKnNA0V07cAX9_yb4K&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjk2NjMwNzI3OTY3MjE0MTE5Ng%3D%3D.2-ccb7-5&oh=00_AfAd2-FYfVzLlmNfdtfFiF1vK2goS-filRX2NHM7WpOO9Q&oe=637A6B70&_nc_sid=30a2ef
"Photo by @nadiashiracohen | The Atobá branco bird, a threatened species, thrives in the protected Archipelago of Abrolhos, off the coast of Bahia in Brazil, far from predators. The females lay two eggs. When they hatch, she must choose between the stronger of her two offspring to raise. The weaker one is left to fend for itself, most often succumbing to the difficulties of survival. I'm currently traveling the world by sailboat with my family. Follow me for more scenes of my seafaring adventures.",102625,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/314383738_545843104020011_8833393771903398366_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=rlFu2XQ7rngAX8O2sof&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjk2NTgwOTAwNTk1MzM5NjA3OQ%3D%3D.2-ccb7-5&oh=00_AfCjPkabHSEQcUXq6EsFHZTUIUl-USViagyY7DDAJqONfA&oe=63793BF7&_nc_sid=30a2ef
"Photo by @rubensalgadoescudero | A Maasai man walks along a railroad track after a day herding his livestock in Kenya’s Masai Mara. The Maasai people are an Indigenous ethnic group in southern Kenya and northern Tanzania who maintain their way of life, despite government programs encouraging them to give up their seminomadic lifestyle. The Maasai’s traditional survival skills—such as the ability to produce food in dry, arid lands—offer strategies for adapting to environments altered by climate change, an Oxford study has found. Follow me @rubensalgadoescudero to see the world through my lens. #maasai #kenya #africa #sunset",113311,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/314479023_517120540040083_1443488128351000314_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=vJ4UbvlEL_8AX_5yapI&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjk2NTY1ODAxNzM1NTAzNzk0Mg%3D%3D.2-ccb7-5&oh=00_AfAQhoQA0zb2VbeLvotfjKDHEG1N9I4BVN3X6HKQ9Z0Hsg&oe=6379B86A&_nc_sid=30a2ef
"Photos by @erintrieb | Zahra traveled to the U.S. on a Fulbright scholarship August 9, 2021, just one week before Kabul and the whole of Afghanistan would fall to the Taliban. She feared for the safety of her friends and family. She knew that the Taliban regime not only forbade Afghan women from participating in sports but also historically had targeted Afghanistan’s Hazara ethnic minority population.

Zahra was introduced to long-distance running in Afghanistan, where she joined Free to Run, a nonprofit that empowers women and girls around the world through sport. She went on to finish three marathons there and competed in a Half Ironman in Dubai in February 2020.

Last year, Zahra ran the 50th TCS New York City Marathon in 4:59:41. It was her personal best marathon time by 10 minutes. She finished 6,826th of 11,350 women. She was the only runner from Afghanistan.

“Whenever I feel like I can’t run any farther, I think about all the girls and women who cannot run in Afghanistan, who cannot get an education, who cannot go to work,” says Zahra, who is Hazara. “Their problems are bigger than mine, and when I remember them, it motivates me to keep going, to do whatever I can for Afghan women and my family. The women in Afghanistan are the main source of my inspiration. I keep praying for them, and it is for them that I run.”

(1) Zahra goes for a short trail run near her college’s campus in New Hampshire in preparation for last year’s New York City Marathon. (2) A collection of her athletic medals at her home. (3) On the train to New York City. (4) Taking in the sights at Times Square. (5) Stretching in the VIP tent before the start of the race. (6) A view of the 2021 marathon with the city’s skyline in the background. (7, 8) A sense of relief and accomplishment after receiving her medal.",72713,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/314705125_171448588815545_7882629628585124910_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=LDhdbQ7G22YAX911sJN&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBWY7b7aECzF1ptFE9PE9XayVJJp0--RSHhjMmiuSVXUQ&oe=637A424E&_nc_sid=86f79a
"Photo by @amivitale | Lekupania cradles an orphaned gerenuk at Reteti Elephant Sanctuary in northern Kenya. Gerenuks are long-necked members of the antelope family. Their numbers are falling, largely because of habitat loss and fragmentation. Today there are fewer than 100,000 in the wild. 

Mostly known for its elephants, @r.e.s.c.u.e also takes in other species, including giraffes, rhinos, and gerenuks. Then it nurses them back to health and returns them to the wild. Learn more and get involved by following @amivitale and @r.e.s.c.u.e. 
@sararafoundation @kenyawildlifeservice #kenya #gerenuks #africa",156255,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/314296895_1310767889691582_3943627125983447677_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=lvuuWCKrCEwAX-3uULZ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjk2NTA1NDAyOTQ2MzQ1NDg3OA%3D%3D.2-ccb7-5&oh=00_AfCb7A892uFvyfr8lgfpLrV_dcjFbfmUKxklBh1X8Xc0sw&oe=63793EE6&_nc_sid=30a2ef
"Photo by Keith Ladzinski @ladzinski | A giant sauropod footprint from roughly 185 million years ago is frozen in time along a cliff  in the Sahara. The hand of paleontologist Paul Sereno provides scale for what was once a massive herbivore. To see more from this assignment, please visit @ladzinski.",142273,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/314325883_1107112030177452_5250471453149490681_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=Tq87jVD6qoUAX-mOB3p&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjk2NDkwMzAyNDYyOTIxODExMg%3D%3D.2-ccb7-5&oh=00_AfDboKfK4T-e5YubBbTVOPMquHZAlj8bGbQSqb4xvnC70w&oe=63795807&_nc_sid=30a2ef
"Photos by @laurakmorton | Members of the HomeBrew Robotics Club show off their creations while competing with one another in friendly contests during a club meeting in California’s Silicon Valley. The group grew out of the Homebrew Computer Club, which first met in 1975 and holds an influential place in the history of personal computing. I photographed the club while working on a National Geographic story about Silicon Valley culture. For more photographs of people and places, follow along @laurakmorton.",63789,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/312743578_493765416128681_9050611144501639388_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=fCk2h7DTdXUAX__-Ioi&edm=APU89FABAAAA&ccb=7-5&oh=00_AfB2O3X7XKn5NwOWBqM7_RNXjVu6tyKqgZt6Ksnc3CEmTw&oe=637946E5&_nc_sid=86f79a
"Photo by Muhammed Muheisen @mmuheisen | Grower Jan Willem uses a machine to cut flowers from their stems in a field in Burgerbrug, Netherlands. This image is part of a story I've been working on for several years about the country's flower harvest. For more photos and videos from different parts of the world, follow me @mmuheisen and @mmuheisenpublic. #MuhammedMuheisen #Netherlands #Flowers #Tulips",145226,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/313908310_219205413772090_6662473929253459022_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=CPdkel6J2E4AX-KRyW4&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjk2NDMyOTI2NDE1OTM1NDY3Nw%3D%3D.2-ccb7-5&oh=00_AfAhm3x8laCIesX0AglcmCF6SeXcyZUk8oYI8aZYMx-luQ&oe=637A7AC8&_nc_sid=30a2ef
"Video by @bertiegregory | A beautiful gray-headed albatross comes over to check us out while we wait for dive-boat pickup near the fin whale gatherings in Antarctica. Albatrosses are known to be opportunistic scavengers, and these here had assembled in amazing numbers to feed on krill. It was a real honor to be this close to such an endangered species. I was in awe, but I think this bird was hoping I was dead. Filmed for “Epic Adventures With Bertie Gregory,” now streaming on @disneyplus. #EpicAdventures #EpicAdventuresWithBertieGregory",616164,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/314269304_1460396821134520_9179631040535953775_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=VjDv8F9JW9MAX_EJUzP&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAlD26y2jQNyXeKFF6iV7UT7lJw-O5Qpf859mfOnaRbCA&oe=63770A41&_nc_sid=86f79a
"Photo by Orsolya Haarberg @fjellheimengalleri | October snow blankets parts of Norway’s Rondane National Park. Sunlight casts the low-lying clouds in a yellow glow, while the shadows in the snow-covered mountain slopes become a frigid blue.
Please follow @fjellheimengalleri for more images, primarily from the Nordic countries.
#landscapephotography #Rondane #norway #autum #autumnsnow #fjell",104935,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/313894938_1317219229040170_4442177996198116695_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=1XC1BfNK4MIAX-uCiFQ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjk2NDEwMjc1OTYxMzM3NDczMQ%3D%3D.2-ccb7-5&oh=00_AfD9xkTPYZXthrVfgVWkrnXBcoCaXeGmx3MAP6P6iM_LYA&oe=63797D4D&_nc_sid=30a2ef
"Photos by @vincentjmusi⁣⁣ |
⁣⁣
They say you can choose your friends, but you can't choose your family. ⁣⁣
⁣⁣
When I told him this, Viktor wasn't sure what to make of me. ⁣⁣
⁣⁣
He's a 37-year-old bonobo, and I'm a 60-year-old human. ⁣⁣
⁣⁣
We aren't exactly separated at birth, but we are related. ⁣⁣
⁣⁣
Along with chimpanzees, these endangered great apes are our closest living relatives. When you compare our DNA, it's nearly a 100% match with humans. ⁣⁣
⁣⁣
He lives with nine other bonobos at the Fort Worth Zoo, and they get along much like their wild contemporaries do, resolving conflict with love and affection over hostility. The noted primatologist Frans de Waal believes that bonobos may even have more empathy for one another than humans are capable of. ⁣⁣
⁣⁣
Viktor and I also have a lot in common. We are both strikingly handsome, sport a stylish head of hair, and have a twisted sense of humor. ⁣⁣
⁣⁣
We quickly became both friends and family. ⁣⁣
⁣⁣
@fortworthzoo #bonobo #animalminds",645124,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/313870830_1746794912370136_3349638541504441433_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=ltZU9FrmiqUAX9S3dZM&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAZhJ01bbeSoSP7uE8QBBK5l0iJmzM9e4dM2B8rwXPpAg&oe=6379AA32&_nc_sid=86f79a
"National Geographic Explorer Korena Mafune and chef Melissa King venture deep into Olympic National Forest to seek inspiration, forage for mushrooms, and learn about the important role that fungal organisms play in balancing the ecosystem. // The #MazdaCX50 is purpose-built to connect you with nature. After all, it’s on unpaved dirt and gravel paths where our sense of wonder comes alive. The first-ever Mazda CX-50. We’re more human in nature.",39760,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/313845634_3438056459850731_6384176687623062988_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=sGduuhwfCI4AX-ReIkI&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCRwaVO2RqvcfdeyOt56bDXkDCBBekHuOE4l04mWqcIVA&oe=6376B3EA&_nc_sid=86f79a
"Photo by @paoloverzone | Mostafa Waziri, the head of Egypt’s Supreme Council of Antiquities, examines a colorfully painted wooden sarcophagus at the archaeological area of Saqqara, 20 miles (around 30 km) south of Cairo. The ancient Egyptian relic, used to store the guts of the deceased, dates back to 600 B.C. When the pandemic kept most foreign archaeologists at home, Waziri hired locals to carry on the work and in doing so greatly increased the number of digs overseen by Egyptians.",59596,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/313851358_501997181947519_3947358521936346508_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=kZ-GP_5P1P4AX922A0k&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjk2MzM3Nzk3NTM4Nzg4Njk1Ng%3D%3D.2-ccb7-5&oh=00_AfCAZizuzF4SiWZsHrLnHj29tML2nTL7G9EDlAXBuJcUcQ&oe=637A8E03&_nc_sid=30a2ef
"Read the full story at the link in bio. 

Rats practice running through mazes, cats envision future hunts in their heads—scientists are learning more than ever before about animal dreamers. 

Photograph by Alex Saberi, Nat Geo Image collection",296823,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/313810859_440685151558663_2565777397276430248_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=arCWHgNvw3QAX_kNmCj&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDW-ZCYZl_v-t5dXJ_fq8rxWT9kI4EEdCqmulFlp-uqGA&oe=637A8F74&_nc_sid=86f79a
"National Geographic Explorer and Photographer Kiliii Yuyan joins chef Melissa King to explore the glaciers of Mount Baker-Snoqualmie National Forest and find a deeper connection with the land. #TastingWild // The #MazdaCX50 is purpose-built to connect you with nature. After all, it’s on unpaved dirt and gravel paths where our sense of wonder comes alive. The first-ever Mazda CX-50. We’re more human in nature.",47011,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/313489472_113843558190417_820753152601186933_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=31h-fdvrYE0AX8bDGpZ&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBWNH8R5Viq-26GSaQxLREaZNFP9_I3lV7fAY8iE8YgCg&oe=6376DD39&_nc_sid=86f79a
"Photo by Robbie Shone @shonephoto | Home to one of the oldest tropical rainforests in the world, Gunung Mulu National Park in Borneo is known for its rich biodiversity. Here, scientists Nele Meckler and Gina Moseley wade through a river en route to a cave for sampling water and dripstones—part of an effort to understand the tropical climate over time.",86132,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/313738632_522146046095366_1503587170263526344_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=RHbEy1v_1iUAX_QROXK&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCv-hcSYFL2qFReYLi-XJyCAiAynz4djCcgKbzaIGIPfQ&oe=6379CEAE&_nc_sid=86f79a
